text,stars,sentiment
Kıvırma ve tek tek ayırmasını çok beğendim tek sürüşte bile inanılmaz dolgunluk veriyor defalarca kirpiklere uygulamak zorunda kalmıyorsunuz. Daha önce flormarın 3 kademesi olan gold renkli rimelini çok severek kullanmama rağmen bunu da en az onun kadar sevdim. Sadece alt kirpiklere uygularken topak yapıyor ve düzeltmek gerekiyor. iyi ki göndermişsiniz elimdeki numune bitince kesinlikle alacağım bir ürün.,5,Pozitif
"Tam da rimelimi değiştirmeyi düşünürken iyi denk gelen bir ürün oldu. Beni için bir rimeldeki en önemli özellik doğal durması yani kirpikleri birbirine yapıştırmaması. Zaten kullandığım rimelin de en bayıldığım özelliği buydu. Ancak sephora da ummadığım bir performans göstermiş bu konuda. Çok memnun kaldığım bir tester oldu, sanırım fiyat araştırması yapıp rimel konusunda artık kendisiyle yürüyeceğim:)",5,Pozitif
Muh te semmmm😍😍😍😍😍 sunan kesinlikle favori maskaram bu maskara😍🎈kirpiklerimi uzattı ve dolgunlastirďi. En onemlisi takma kirpik etkisi yaratti. Tek ufak sorun kirpiklerim biraz birbirine yapistirdi ama o okadar problem teskil etmiyor. Ilk kullandigimda zaten diger maskaralardan farkini gordum bi kac saat sonra 2. Kat daha surdugumde dahada muhtesem oldu. Kesinlile satin alacagim bir urun💜,5,Pozitif
"Kalıcılık iyi ama çabuk kurutuyor. Renk  olarak   sevmedim  arada  kalmış bi renk . Renk yüzüme  gitmedi. Tekrar kullanmak istemem,renkten kaynaklı",1,Negatif
ürün güzel fakat renk olarak çok kötü ve kullanışsız geldi diğer renkleri güzel olan bir marka fakat bu ürününü beğenmedim,1,Negatif
Ben begenmedim renk tonu cok dikkat cekiyo daha mat olsa benim icin daha iyi olursu fazla dikkat cekiyo,1,Negatif
Çok canli bir rengi var bana gore degil ama özel zamanlar için on numara bi ürün,1,Pozitif
Dudağa sürüldüğünde çizgi çızgi duruşu cok kötü gözüküyor,1,Negatif
Çok kırmızı yapıyor beğenmedim,1,Negatif
Kalıcılığı çok yüksek aslında güzel bir ruj ama renk olarak hiç hoşlanmadığım bir renk. Başkalarına tavsiye edilebilir ama ben satın almayı düşünmüyorum.,2,Negatif
Genelde nude tonlarda ruj kullanmayi sevdigim ickn rengi bana cok hitap etmedi ancak basarili bir urun,2,Pozitif
kullanıldığında kalıcılığı uzun süre devam etmesi çok güzel ve dolgunlaştırması da etkileyici,2,Pozitif
Yapısı ve kalıcılıgını begendim rengi tercih etmediğim bir renk ama yapısı güzel,2,Pozitif
Gayet güzel kalıcı fakat rengini beğenmedim kahve tonlarında olsa daha iyiydi,2,Negatif
anında kuruyup kalıcılık sağlaması çok güzel. Rengi özellikle çok beğendim.,2,Pozitif
Kırmızısı aşırı cırtlak başka renklerini alabilirim ama kırmızı asla,2,Negatif
Rengi bana hiç yakışmadı. Yapısı çok hoştu ama bu renk değil,2,Negatif
Rujun yapisi guzel degil ve akiskan ve dogal durmuyor,2,Negatif
Nemlendiriciligi olmayan oldukça mat kalıcı bir ruj,2,Negatif
"Öncelikle bir daha almayacak olmamı belirtmemin nedeni rengini beğenmemem,kendime yakıştırmamam oldu.Başka rengiyle kullanabileceğim bir ürün.En sevmediğim noktası ise dudak çizgilerine dolması oldu.Çizgileri kapatmak için kat kat sürmekte hâliyle topaklanmaya sebep oluyor.Onun dışında kalıcılığı çok iyi,gün boyu dudağınızda kalan,dudakta açılma yapmayan başarılı bir ruj.",3,Pozitif
Renk tonu çok güzel ama daha fazla kalıcı olmasını bekliyordum ve rujda en önemli nokta ise belli bir süre sonra rujun dudakta pütürlü kalmaması. Nitekim bu ruj dudagimda belki bir süre sonra kesik kesik olup pütürlü hale gelmesiyle tercih edebilecegim bir ürün değil. Yine de deneyim olduğu için size tşk ederim,3,Negatif
Kirmizi ruj cok kullandigim bi renk degil. Ancak bunuda makul miktarda surunce guzel bi renk sagligi sanirim kendi dudak rengim koyu oldugu icin kendisi daha koyu durdu bende. Bu bana gore guzel birsey. Kaliciligi orta derecede. Birseyler yer icerseniz her ruj gibi buda gidiyor malesef.  Surumu kolay akici,3,Pozitif
"Ürünün yapısını ve kalıcılığını beğendim. Ancak renk olarak benim rengim değil. Çok belirgin bir kırmızı. Başkanrenkleriyle beni tanıştırabilirsiniz:)) 
Ama kalıcı kırmızı ruj sevenlere kesinliklikle tavsiyem:) 
Mağazaya gidip diğer renklerine kesinlikle bakıcam:))
Teşekkürlerr",3,Pozitif
Denediğim bu ürün dokusu açısından aşırı hoşuma gitsede rengi benim tarzımı yansıtmadığı için sevemedim. Ama bu markanın başka tonlarının harika duracağına inanıyorum çünkü dokusu ve kalıcılığı bakımından şimdiye kadar karşılaştığım en iyisi,3,Pozitif
"Rengi bana hiç uygun değildi. Başka renk denersem fikrim değişebilir :) Ürün yapısı çok güzel sürümü çok kolay ve kalıcı, başarılı :) Dikkati çeksin diye satın almayı düşünmem yazdım ama bulunduğum yerde de alabileceğim bir yer yok zaten.",3,Pozitif
Rujun yapısı ve kalıcılığı çok güzel fakat renginin kırmızı olmasından ötürü almayı düşünmüyorum. Ama gül kurusu renklerine bakacağım. Keşke kutuda gönderilenin rengi herkesin kullanabileceği daha doğal bir renk olsaydı.,3,Negatif
Kırmızı ruj çok sevmeme ve her markanın kırmızı rujuna sahip olmama karşın likit rujları sevmiyorum. Ürün başarılı olsa da likit ruj kullanmadığım için satın almam. Likit ruj kullananlara önerebilirim sadece.,3,Pozitif
Rujun kaliciligi cok iyi ancak cok islak islak duruyordu ve her yere bulasiyordu. Birde rengi benim tarzima gore fazla goz aliciydi ama o rengi sevenlere gonul rahatligiyla tavsiye edebilirim,3,Negatif
Kırmızı ruj sevmediğim için bi defa deneyip kardeşme verdm genel itibaryle dokusu kokusu ve dudakta duruşu çok güzel çok beğendim diğer renkleri daha güzel alırsam bu rengini almam;),3,Pozitif
Ürünün rengine tam anlamıyla bayıldım. Kalıcılığı da normal bir likit ruj ile kıyaslandığında gayet iyi durumda. Fakat ben günlük hayatımda 24 saat kalıcı likit mat ruhlar kullandığım için ruj lekesini hiçbir yere bulaşmamasına çok alışkınım.  Evet belki bir arkadaşınızla selamlaşırken öptüğünde rujun izi çıkmayacaktır fakat parmağımı dudağıma götürdüğüm an her yerim kırmızı oldu kuruduktan sonra üstelik. Dudağımdaki renkte/rujda herhangi bir azalma olmadı parmağımı sürmene rağmen bu güzel bir şey. Ama kalıcılık üzerinden puanım 5 üzerinden 4. Sephora gibi bir marka daha iyisini yapabilir diye düşünüyorum.,4,Pozitif
Sürümü çok güzel hemen kurumuyor aslınsa güzel birşey başka renklerle karıştırılınca hemen kuruyunca sıkıntı oluyor bazen ama düzeltme işlemleri filan daha rahat yapılabilir kalıcığını bi tık altı buldum 2 saat sonda dudak kenarlarına dolamya başlıyor yani bide kırmızı renk geldi en kullanılmadığım renktir kendisi daha böyle günlük renk olsaydı daha güzel olabilirdi veya iddali bir bordo olabilirdi. Sephora güzel bir marka ama bütcesi birazcık fazla .,4,Negatif
"Likit mat rujları çok sevemiyorum dudağımı kurutuyorlar gibi hissediyorum.Bu üründe onu yaşamadım o yüzden sevdim ama benim tercihim biraz daha saten yapıdaki rujlar ☺ rengi de gerçekten güzel ama kendime kırmızıyı pek yakıştırmıyorum.nude renkler olsaydı belki fikrim değişirdi biraz daha.Boyutu da çok tatlı, davetlerdeki küçük çantalara atmalık olmuş tam ❤",4,Pozitif
Mat rujlarda en rahatsız olduğum konu dudakta bıraktığı o kuruluk hissi ve soyularak yok olması. Uzun süre dudağımda durması ve yemek bile yemiş olmama rağmen bu üründe tazeleme isteğim çok çok az oluştu. Gün içinde rahatlıkla kullandım. Renk olarak da inanılmaz bir tona sahip. Tanımadığım 2 ayrı kişi ürünün marka ve numarasını sordular.,4,Pozitif
Genel olarak rujların gözümüzü korkutan tarafı dudakları kurutması ve pul pul dökmesi olurken bu ruj korkularımızın yersiz olduğunu kanıtlıyor.Kesinlikle dudaklarımda kuruluk hissi bırakmadı .Varlığı dudaklarda hissedilmiyor.Kalıcılığı yıne harika gün boyu kıpırdamadı dudağımda.Sürüldüğü anda sabitleniyor.Kadifemsi mat bir bitişi var,4,Pozitif
"Kolayca sürülüyor ve anında dudakla bütünleşiyor, sürdükten sonra rahatlıkla bişeyler yiyip içebilirsiniz, özellikle , anne olduğum için ruj fazla tercih etmiyorum çünkü canım istediği zaman evladımı öpmek isterim sephora nın ruju iz bırakmıyor, bulaşmıyor öyleki dudaklarınızı bile yalayabilirsiniz, ve minnoşları bolca öpebilirsiniz",4,Pozitif
Ürün ile tek olumsuz yorumum zor çıkması.Ama tabi bu kalıcılığı ile doğru orantılı.Sanki dudakta hiç ruj yokmuş hissi veriyor.Rengi çok canlı.Topaklanma yapmıyor.Pürüzsüz bir şekilde dudağa uygulanıyor.Denediğim renk benim rengim olmasa da renk çesitliliğinin bu kadar çok olması ilerde bu ürünü satın almam için beni teşvik ediyor.,4,Pozitif
Ürün güzel. Suyla temasta akma yapmadı. Çok kurutmuyor ama altına bir nemlendirici sürülerek kullanılması daha da az kurumasını sağlayabilir. Tabii bu ürünün kalıcılığını biraz azaltabilir. Eksi olarak herkesin kullandığı/kullanabileceği gündelik kullanıma uygun bir renk gönderilmesi daha mantıklı olabilirdi.,4,Pozitif
Ürünün dudakta duruşu matlığı yapısı gerçekten çok güzel. Diğer mat rujlar gibi kuruma dökülme pütürcükleşme gibi sorunlar olmadı buna bayıldım. Dudakta ağırlık yapış yapış bir duygu da yaratmaması güzel. Sadece kalıcılığı bir tık daha iyi olabilirdi. Gün içinde yemek yedim kahve içtim ruj tekrarlamak istedi.,4,Pozitif
Özellikle mat ruj aşığı biri olarak rujun yapısına bayıldım . Kalem ve nemlendirici uygulamadan sürdüğüm halde dudağımda deri kalıntısı çizik pötür durması gibi bi durumla karşılaşmadım gayet kusursuz durdu. Kalemle uygulanınca daha harika bir görüntü olacağına eminim.. teşekkürler 😍,4,Pozitif
"İşte aşk bu !! 
Tester olarak gelen ve beni kendine aşık eden bu 1 numara kırmızı rujla aşk yaşıyorum resmen:) 
kutunun içinden çıkan yüzde 30 indirim kuponu ile Ankara cepa sephora mağazasından , tester olarak çıkan 1 numarayı , şuan numarasını hatırlayamadığım 1 adet şeftali ve 1 adet pembe tonlarında 2 tane daha,toplamda 3 adet  cream lip stain aldım ve kuponum sayesinde birisi bedava gibi oldu ,çok teşekkür ediyorum , yapısı gerçekten harika , diğer mat rujlara göre varlığını hiç hissettirmiyor.Dokusu,duruşu,hissettirişi yumuşacık . Sadece belki biraz daha kalıcı olabilirdi , biraz bulaşma yapıyor ama olsun , o muhteşem dokusu beni kendine aşık etti , daha almak istediğim bir sürü güzel rengi var :)",5,Pozitif
"Daha öncesinde Sephora markasına ait bir dudak ürünü kullanmamıştım. Ancak bu ürün mat olsa da asla dudakları kurutmuyor ve dudakta bir ağırlık yapmıyor. Benim dudaklarım normalde kurur, ancak bu ruj görüntü olarak kötü ve kuruluk yaratmadı. Aynı zamanda dudak üzerindeki çizgilere de dolmadığı için muntazam bir görünüm sağladı. Pigmentasyonu oldukça güzel ve bence her ten rengine uyabilecek bir renk. Gerçekten mavi alt tonlu kırmızı rengi sayesinde dişlerim de bembeyaz göründü. Bulaşma da yapmıyor. Gerçekten çok memnun kaldım. Kalıcılığı da dudaklarıyla çok oynayan bir insan olmama rağmen beni tatmin etti. Zaten ben her yemek sonrası ruj tazelemesi yaparım. Özetle çok sevdim.",5,Pozitif
"Ürün diğer kullandığım mat likit rujlara göre çok daha kalıcıydı, tüm gün temizlenmediği sürece dudakta kalıyor ve diğer markalardaki gibi pul pul olma, dudak kurutma veya içecek/yiyecek sonrası silinip dudak kenarlarında birikme gibi likit rujlarda rahatsız olduğum durumları yaşamadım. Dudakta ruj varmış hissi yaratmıyor. Ürünün fırçası dudağa kolayca uygulama sağlıyor, ayrıca ürünün sürüldükten hemen sonra kurumadığı için üzerinde rötüş yapılabiliyor. Always Red rengi benim dişlerimi sarı gösterdi, fakat seride oldukça fazla renk seçeneği olduğu için bu bir sorun yaratmıyor, ürünü severek kullanacağım, bittikçe alacağım bir ruj.",5,Pozitif
"Öncelikle renginden biraz bahsetmek isterim. Alt ton rengimden dolayı kırmızı rujlarda bazen zorluk çekebiliyorum. (dişleri sarı göstermesi veya tam istenilen net kırmızılığın elde edilememesi gibi) Lip Stain serisini duymuştum ve ilk denemek istediğim renk de 01 numaraydı. Fazlasıyla memnun kaldığım bir ürün oldu, düğüne giderken kullandım ve gece boyu gözlemleme şansı buldum. Bir kere bile yenileme ihtiyacım olmadı o kadar yemek yememe rağmen kalıcılığı gece boyu kaldı. Renk tonu tam aradığım kırmızı. Elimdeki bittikten sonra gözüm kapalı alacağım tek kırmızı rujdur.",5,Pozitif
sephora markasına ait ruh daha önce hiç denenemiştim.Paketim iş yerime geldiğinde ofis arkadaşlarımızla ilk incelediğimizde herkes rengine bayıldı.Yapısı örtücülüğü beklediğimin çok üzerinde çıktı.Bir akşam yemeğinde tam olarak inceleme fırsatı buldum.Bütün akşam eve dönene kadar bozulmadan dudaklarımı kurutmadan kullanabildim.Dudak çizgilerine dolup o kötü görüntüyede sebep vermedi.Açıkçası bir tek ben değil etrafımdaki bir kaç kişide en kısa zamanda birer tane ürün satın almayı planlıyor.,5,Pozitif
"Sürümü çok kolay olan bir likit ruj.Denemek için dudağıma küçücük değdirdim alt ve üstüne yayıldı direk.Kokladım ama kokusunun hoş olduğunu söyleyemicem.Tonu kırmızısı gerçekten çok hoş ve canlı.Sürdükten sonra ise kalıcılığı başarılı.Yinede bi zaman sonra tazelemeyi gerektiriyor.Kırmızı ruj kullanmak sürerken,çıkarırken bi işkencedir kızlar bilir. Bu akma,bulaşmayı yaşamadım.Bu renk mi olur bilmiyorum ama bi tonunu mutlaka edinicem.Bu tonu benim gibi beyaz tenlilere önerebilirim 🙂",5,Pozitif
Mat rujları kullanırken daima fırçalı olanlardan kaçmışımdır. Fırçalılar ya yapış yapış oluyor ya da dudağın iç kısmından itibaren çıkmaya başlayadığından tazeledikçe daha da kötü bir görünüme sebep oluyor. Özellikle rujun rengi normal bir ruj için oldukça iddialı iken likit rujda tek katta opak kırmızılık vermesi çok hoşuma gitti. Çekindiğim yapış yapışlık ya da kalıcı olmama durumu bunda yoktu. Diğer renklerine de şans vermeyi düşünüyorum. Tavsiye ederim.,5,Pozitif
"Öncelikle ürünün kalıcılığı çok fazlaydı; gün boyunca bir şeyler yiyip bir şeyler içmeme rağmen gün sonunda rujun hala kalıyor olması beni şaşırttı. Ruju temizlerken normal bir ıslak mendille denedim ve çıkaramadım daha sonra makyaj temizleme suyu ile denediğimde çıktı. Yani suya dayanıklılık özelliği de var bu da çok hoşuma gitti. Ürünün yapısı oldukça başarılı, sürümü kolay ve yumuşak yani tam anlamıyla kusursuz bir ürün diyebilirim.",5,Pozitif
İlk defa Sephora markasının rujlarından birini denedim. Bu ürünle tanıştığım için çok mutluyum. Fırçasının şeklinden dolayı sürümü çok kolay. Sürüldüğünde ıslak his bırakmıyor ve dudakta tam olarak matlaşıyor. Ayrıca incecik yapısı olmasına rağmen kalıcılığı çok fazla. Ürünü çok beğendim bundan sonra Sephora rujlarından satın almayı düşünüyorum. Bu güzel ürünle beni tanıştıran Sephora Markasına ve Denebunu Ailesine çok teşekkür ederim.,5,Pozitif
"Kalıcılığı çok efsane değil çünkü dudağımın iç kısmında günün sonuna doğru rengi gitti. Ama çoğu kırmızı rujda, hatta hepsinde aynısını yaşadım o yüzden bu almamak için bir sebep olmazdı. Yapısına o kadar bayıldım ki her rengini alabilirim. Fiyatını bilmiyorum ama genel olarak yüksek fiyatlı ürünlere sahip olduğunu düşünürsek Sephora’nın, bence değer, gerçekten çok güzel bir ruj. Sadece kalıcılığı bir tık arttırılabilirmiş.",5,Pozitif
Gözaltıma sürdüm fakat benim için çok yapay bir görüntüydü. Çok yumuşaktı bu yüzden sürerken zorlandım ve ucu sürekli eridi koptu. Alt kirpiklerime yapıştı. Kendi markasının makyaj temizleyicisiyle dahi çıkmadı. Bir daha kullanmayı düşünmüyorum.,1,Negatif
göze sürüldüğünde tabaka halınde beyazlık kalıyor hiç memnun kalmadım kirpik diplerime kadar beyaz kaldı aydınlık bir görünüm vermenin ötesinde pis bir makyaj izlenimi verdi,1,Negatif
Rengi çok açıktı bu yüzden kullanışsız buldum her zaman kullanamayız bu rengi ama yapısı itibari ile beğendim gayet güzel durdu,1,Negatif
ürün çok kalıcı değil kullandıktan sonra gözümü çok fazla kaşındırdı renk tonuda çok güzel değildi beğenmedim,1,Negatif
Beğenmedim gözümü kırptıkça içine bulaştı ve bulanıklaştırıp görmemi zormaştırdı,1,Negatif
Rengi kötü keşke farklı bir renk gönderseydiniz. Krem rengi kullanışlı değil,1,Negatif
"Renginden dolayı kullanamadim.
Çoğunlukla siyah tercih ettiğim için",1,Negatif
sürerken parçalanıp gözümün içine dağıldı açıkcası hoşuma gitmedi.,1,Negatif
rengi hiç belli olmuyo ve çok dağılıyor hiç memnun kalmadım malesf,1,Negatif
Sürerken cok guzel dagilmiyor. Tenime cok yakisti tesekkurler.,1,Pozitif
"Ürün kalıcı fakat ne kadar kalıcı? Şu şekilde tanımlayabilirim , ürünun mukemmel kalitede yumuşak ucu sayesinde cok guzel sürülüyor fakat yaz günü evden çıkmadan sürdüyseniz evden çıkarken göz etrafında dağılan kalemi silip öyle cikarsiniz. Kalanı da size yetebilir az ama olsun :) Hiç bu kadar çabuk dağılan bir kalem kullanmadım...",2,Negatif
Sürüşü çok kolay bir kalemdi renginden dolayı gözümüde büyük gösterdi ilk başta yapısını gözümü aydınlık ve büyük göstermesine bayıldım fakat asla kalıcı degil bildiginiz yarım saate gözumden kayboldu kalem. Hemen akiyor. Bu yuzden sephora'nın bu ürununu pek beğendiğim söylenilemez😔,2,Negatif
"Renginden dolayı gözün iç kısmında kullandım. Gözün içerisine yayıldı ve gözümde batma hissine yol açtı (lens kullandığım için olmuş olabilir). Koyu bir rengi, gözün dış kısmına uygulanırsa belki daha kullanışlı olabilir. fakat bu rengini pek sevmedim ve kullanmayı düşünmüyorum.",2,Negatif
yumuşak yapıda olması güzel ama gözüme sürdükten sonra hemen dağıldı ve gözümde parça parça durdu kirpiklerime bulaştı gözümü rahatsız ettiği için ve ucu hemen kırıldığı için sevemedim.,2,Negatif
Rengi çok güzel fakat ilk kullanımdan sonra kalemin ucunun kırıldığını görmek beni üzdü. Ayrıca göz içine sürülme amacıyla üretilen bir kalem fakat akıyor ve uzun süre kalmıyor maalesef,2,Negatif
Renginden cok memnun olmasam da yapisini ve surumunu begendim. Kolay uygulaniyor. Yumusak bir yapisi var. Bundan sonra Sephora'nin  goz kalemlerinin koyu tonlarini inceleyecegim.,2,Pozitif
"Fazla mat olması gözde yapay bir görünüme sebep oluyor, uzun süre kalıcı olma özelliğine sahip evet, ıslak alanda bile sürülmesi kolay ancak biraz daha ışıltılı isteyen bir ürün",2,Negatif
Ürün kalite açısından iyi olabilir fakat bnu anlayabilmem için dha günlük renkler gönderebilirdi. Bana gelen renk ten renginde olduğu için tercih edeceğim bir ürün olmadı.,2,Negatif
Bu ürün çok hoşuma gitmedi. Çok sert geldi bu yüzden kolay sürülmedi biraz daha yumuşak olması tercih etme ihtimalimi yükseltir,2,Negatif
Rengi güzel. Sürümü  çok rahat fakat belirtildiği gibi uzun süre kalıcılığı kesinlikle yok çok çabuk silindi ve dağıldı.,2,Negatif
Çok sık göz kalemi kullanan biri olarak ürünü denenek konusunda çom heyecanlandım. Ancak adı uzun süre kalıcı olmasına rağmen yüksek beklentimin maalesef altında kaldı. Alerjik gözlerimi yakmadı kaşıntı yapmadı. Gayet yumuşak yapılı bunu da beğendim ancak dokunduğum gibi dağılıyor ve bence vaaddettiği o kalıcılık ürünle bağdaşmıyor. Bitene kadar kullanacağım ancak ücretini ödeyip alacağım kadar sevdiğim bir ürün ne yazık ki olmadı. Yine de göz içi değil ancak üstü için başka bir  rengine şans vermeyi düşünüyorum bir de bu şekilde deneyimleyeceğim.,3,Negatif
"Denediğim kalem, göz içine sürülen ve gözü aydınlık gösteren krem rengi bir kalemdi. Kişisel tercih olarak bu tarz kalemleri kullanmıyorum, gözlerim çok sulandığından kısa zamanda akıyor kalemler göz pınarımdan. Bu kalemi de denedim, gözümde 2-3 saat dayandı. Genel olarak kişisel tercihlerimle uyuşmadı. Belki koyu renkli bir kalem olsaydı ve göz üstü ya da göz altı kirpik bölgesinde kullansaydım görüşüm farklı olabilirdi. Ancak bu şekliyle, ürün hakkında olumlu yorum yapamıyorum.",3,Negatif
"Aslında beğenmedim değil ama ağlıyorum gibi bir ifade oluştu gözümde. ilk defa gözaltıma ten rengi kalem uyguladığım için belki, bir garipsedim. Bana göre günlük makyajda kullanmak için fazla dikkat çekici. Kalıcılığı ve rengini vermesi açısından başarılı. Yapısı çok kremsi bu çok güzel. Belki özel günlerde kullanabileceğim ten rengi kalemi 🌼",3,Pozitif
Gönderilen krem rengi goz kalemi cok islevsel gelmedi bana. Çünkü gozumu belirginlestirmek ve gozumu buyuk göstermek icin beyaz goz kalemi kullanıyorum. Siyah göz kalemi gönderirseniz denemek isterim. Tavsiyem en cok kullanilan siyah goz kalemini deneme kutunuza eklemeniz. Teşekkür ederim.,3,Negatif
"Rengi bana uymayan bir tercihti, göz kaleminde siyah dışında bir renk kullanmadığım için çok da memnun kalmadım açıkçası. Bu renkte bir göz kaleminden beklenen gözü büyük göstermesi olabilir ancak ben bu etkiyi çok hissemedim. Fiyat performans olarak biraz düşük kaldığını söyleyebilirim",3,Negatif
"Ürünün yumuşk yapısı oldukça iyi, kolay sürüm sağlıyor. Rengi de sadece göz için değil birçok bölgede kullanım sağlıyor. Ancak ürün çok yumuşak bu nedenle sürekli kırılıyor, dolana koyup soğuttuğumda da sürümü zorlaşıyor. Bu nedenle ürünü şu an kullanmıyorum.",3,Negatif
"Yapısı çok güzel çok başarılı, göz kalemindeki ilk sürüşlerdeki göz hassasiyetini kesinlikle yapmadı. Benim sorunumda şu oldu uzun süre kalıcı ifadesi benim ilk aradığım özellik değil kesinlikle fakat o ibare yazıyor olması ve bence uzun süre kalıcı değil.",3,Negatif
"Bu ürünü aslında çok merak ediyordum. Yapısı yumuşacık, sürümü çok kolay. Fakat rengi çok sahte geldi ne kadar ten rengi dense de. Ve alt kirpiklerme gün içinde akması hiç hoş bi görüntü bırakmadı. Renginin bir tık daha ten rengi olmasını tercih ederdim.",3,Negatif
Gelen urun beyaz oldugu icin onu degerlendirecegim. Surusu kolay kalicigi da kolay ama bir daginiklik soz konusu uzun sure kalici olmasinin yani sira uzun sure kaldiginda topaklaniyor sanki belki farkli rengini kullanabilirim ama bu rengini sevemedim,3,Negatif
Aslında renginin göz içinde oldukça doğal duruşunu sevdim fakat maalesef çok uzun süre kalıcı olmadı hatta evden dahi çıkmadan etkisi kaybolmuştu diyebilirim. Etkisinin kalıcı olması halinde gerçekten muhteşem bir ürün olacaktı benim için,3,Negatif
Çok yumuşak yapıda ve kolay sürüme sahip. Fakat gözlerimde çok hafif çok az kaşınma hissi verdi ve biraz bulanıklık yaptı gözlerimde. Nude olması ışık yansıması vermesi hoşuma gitti tabi. Ama bence bu hafif bulanıklaştırmayı ve hafif kaşıntıyı yapan etkeni bulmalılar yoksa çok aşırıda rahatsız edici değil ama biraz sıkıntıısı var yani. Çok beğendim ve çok sevdim nude oluşu kolay sürülmesi yoğun renk pigmenti istediğim şekildeydi kalıcılığı ortaydı bende,4,Pozitif
Daha once farkli markalarin krem rengi kalemlerini denemistim goz icimi aydinlik gostermesi icin ancak hicbirinin rengi bu kadar dogal durmamisti. Sephoranin bu kalemi goz alt kismina kullanmak icin ve kolay dagitilabilecek yapisi ile goz pinarlarina da aydinlik vermesi icin kullanilabilecek bir urun. Bu nedenle kesinlikle cok begendim. Bir cok ihtoyacima ayni anda cevap veriyor. Ancak benim gozlerimde biraz kasinti yapiyor.,4,Pozitif
Genelde koyu renkli kalemleri tercih ederim siyah ve lacivert gibi bu rengin açık olması benim için biraz farklı oldu internetten baktığımda göze aydınlık vermek için açık renkler kullanılıyormuş buda benim için yeni bir deneyim oldu çok mutlu eden bu güzel kutu için teşekkürler kutu kazandığımda havalara uçmama sebep oldu iyi varsiniz,4,Pozitif
Ben genelde siyah göz kaleminden çok ten rengi kullanırım. Bu ürün de bu nedenle tam bana göreydi. Denemek için evdeyken sürdüm. Daha sonra yüzümü yıkadım ve asla çıkmadı. Hatta göz makyaj temizleyicilerle uzun süre silmek zorunda kaldım. Ürün gerçekten çok uzun süre kalıcı. Akma da yapmıyor. Sürümü de oldukça kolay ve yapısı yumuşak.,4,Pozitif
"Sephora Collection Uzun süre kalıcı göz kalemi yumuşak dokusu kolay sürümü sayesinde; gözler olduğundan daha iri ve belirgin, bakışlar daha etkileyici... Bizler için olmazsa olmaz göz makyajıdır çünkü... Kolay sürülmesi kalem ucu yumuşaklığı güzel. Akma vs de yapmıyor. Beni yeniden göz kalemine alıştırdı. Teşekkürler Sephora ❤️",4,Pozitif
"Kalemin yapısı çok güzel, göze çok kolay sürülüyor ve beklediğimden daha kalıcıdır. Tek eksik yönü, renk tonu tenim için fazla açıktı, göz içine sürülünce daha aydınlık göz efektini yaratmak yerine fazla belirgin olup porselen gibi duruyordu. Yine de farklı rengi olursa yapısı nedeniyle çok tavsiye ederim.",4,Pozitif
"Kullandığım ilk anda ürünün sert yapısı biraz gözümü korkutsada sürdüğüm anda yumuşadığını hissettim.Herhangi bir akma yapmadı.Gün boyunca gözümde sabit durdu,kalıcılığı harika.Boyutunun büyük olması ayrıca harika.Kirpik diplerine bulaşma yapmıyor.Sürerken göz yaşartmıyor.Ayrıca gözleri aydınlık gösterdi",4,Pozitif
"Kalem güzel. Renk vermesi ve kalıcılık açısından harika. Net bir şekilde rengini tek hamlede veriyor. Bana fazla geldiği için göz içimde pamukla biraz dağıttım buna rağmen kalıcı. Ancak ilk sürdüğümde biraz gözümü acıttı ( sivri olmasına bağladım, kalemi biraz yuvarlatıp kullanmak daha rahat olacaktır.)",4,Pozitif
Yapısı aşırı yumuşak ve sürülüşü çok kolay  ama kalıcılığı çok fazla iyi değil anca üst göz kapağının altına sürünce dayanıklılıgını arttırdığını söyleyebilirim. Her göz makyajında kullanılmasını önermem  çünkü bir süre sonra gözlerde ağırlık ve bulanık görme gibi durumlar oluyor ama rengi tam ideal,4,Negatif
Ben gözleri büyük bir insanım ama makyajıma bu kalemi de eklediğimde daha belirgin ve daha büyük gözlere sahip oldum. Yapısı gayet güzel bende herhangi bir alerjik reaksiyona sebep olmadı. Kolay sürülüyor ikinci kez üstünden geçmenize gerek yok. Genel olarak memnun kaldığım bir ürün oldu.,4,Pozitif
"Favori ürünlerim arasına kolaylıkla girdi diyebilirim.Çünkü yapısı itibariyle aslında çok yönlü bir göz kalemi.Siz bu göz kalemiyle göz pınarlarını da,kaş kemiğinizi de aydınlatabilir;dudak kenarlarınızı,burun kenarlarınızı nötrleyebilirsiniz.Çok yönlü kullandım ve her kullanışımda ayrı başarılı buldum.Göz içinde özellikle renginin beyaz değil de daha somon olması beyazdan çok daha doğal,çok daha canlı bir etki bırakıyor.Dudak belirginleştirmek için dudak kenarlarına uygulamak ise favori yöntemim.Ne diyebilirim ki,bence herkeste bulunması gereken bir sephora ürünü.Sıklıkla alacağım ve hızlıca biteceği aşikâr.",5,Pozitif
